"";"Cod_Municipio";"Nome_Municipio";"Populacao";"desp_aluno_mat";"Indicador";"CO_MUNICIPIO";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"1521";"2601706";"Belo Jardim";75729;10073,2805713501;3,78;2601706;26049961;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"PE";"CENTRO DE EXCELENCIA MUNICIPAL PROFESSOR JOSE VIEIRA DA COSTA";5,1;766
"1522";"2601706";"Belo Jardim";75729;10073,2805713501;3,78;2601706;26050293;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PE";"ESCOLA MUNICIPAL DOUTOR SEBASTIAO CABRAL";4;1122
"1523";"2601706";"Belo Jardim";75729;10073,2805713501;3,78;2601706;26050862;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"PE";"ESCOLA MUNICIPAL MANOEL TEODORO DE ARRUDA";3,4;634
"1524";"2601706";"Belo Jardim";75729;10073,2805713501;3,78;2601706;26175673;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;"PE";"ESCOLA MUNICIPAL PROFESSOR ANTENOR VIEIRA DE MELLO";3,6;792
"1525";"2601706";"Belo Jardim";75729;10073,2805713501;3,78;2601706;26050633;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"PE";"ESCOLA MUNICIPAL VEREADOR JOAQUIM MEDEIROS";2,8;627
"1526";"2501302";"Aroeiras";19178;7897,30336991312;3,35;2501302;25084372;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;"PB";"E M E F DE CHA DA BARRA";2,1;82
"1527";"2501302";"Aroeiras";19178;7897,30336991312;3,35;2501302;25108158;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"PB";"E M E F MANOEL BERNARDO FRAZAO";3,8;169
"1528";"2501302";"Aroeiras";19178;7897,30336991312;3,35;2501302;25114522;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;"PB";"E M E F MARIA LUCIA DE ALBUQUERQUE";3,7;230
"1529";"2501302";"Aroeiras";19178;7897,30336991312;3,35;2501302;25084160;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;"PB";"E M E F DE CAMARA";3,8;107
"1530";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29143012;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1;1;"BA";"ESCOLA DOM AVELAR BRANDAO VILELLA";4,7;206
"1531";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29143136;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;"BA";"ESCOLA MUNICIPAL JOAO EMILIO SOUZA";4,5;102
"1532";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29431050;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL JOSE RUFINO";4,6;209
"1533";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29143080;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;"BA";"ESCOLA DRº JOAO DE OLIVEIRA CAMPOS";3,8;138
"1534";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29143497;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"BA";"ESCOLA PEDRO ROSS DE QUEIROZ";2,6;322
"1535";"2926301";"Riachão do Jacuípe";34715;7889,2035030046;3,9;2926301;29424402;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;"BA";"ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO";3,2;721
"1536";"4305009";"Catuípe";9335;15593,3756441718;4,8;4305009;43174906;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"RS";"EMEF GIRASSOL";4,8;341
"1537";"2500304";"Alagoa Grande";28604;7575,62597676107;3,425;2500304;25063235;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"PB";"EMEIF INSTITUTO DESEMBARGADOR SEVERINO MONTENEGRO";3,2;1050
"1538";"2500304";"Alagoa Grande";28604;7575,62597676107;3,425;2500304;25063111;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"PB";"EMEIF CANDIDO REGIS DE BRITO";3,7;846
"1539";"2500304";"Alagoa Grande";28604;7575,62597676107;3,425;2500304;25153609;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;"PB";"EMEF ARACY NOBREGA MONTENEGRO";3,4;144
"1540";"2500304";"Alagoa Grande";28604;7575,62597676107;3,425;2500304;25117130;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;"PB";"EMEIF FIRMO SANTINO DA SILVA";3,4;168
"1541";"5002100";"Bela Vista";24223;13193,4710346725;4,05;5002100;50013955;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;"MS";"EM JARBAS PASSARINHO";3,8;348
"1542";"5002100";"Bela Vista";24223;13193,4710346725;4,05;5002100;50014064;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"MS";"ESCOLA MUNICIPAL PEDRO AJALA";4,3;419
"1543";"2501203";"Areial";6938;6180,3450893617;3,1;2501203;25061429;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;1;"PB";"EMGLA GERALDO L DE ARAUJO";3,1;548
"1544";"5002407";"Caarapó";28867;10717,7173520369;3,7;5002407;50023721;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;"MS";"EM PROFESSOR MOACIR FRANCO DE CARVALHO";3,7;709
"1545";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15015009;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F STA MARIA";4;95
"1546";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15015866;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E F SAGRADA FAMILIA";4,5;867
"1547";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15015734;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"PA";"E M E F SANTO ANTONIO";3,1;372
"1548";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15015092;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F SANTA TEREZINHA";4;119
"1549";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15014282;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;"PA";"E M E F SAO JORGE";3,6;427
"1550";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15013120;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F NOSSA SENHORA DO PERPETUO SOCORRO";3,2;191
"1551";"1501451";"Belterra";17145;5230,2151450677;3,94285714285714;1501451;15015750;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"PA";"E M E F DARCY VARGAS";5,2;279
"1552";"1101609";"Theobroma";11350;10231,0264006791;4,8;1101609;11047240;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;1;"RO";"EMEIEF JOSUE DE CASTRO";4,9;213
"1553";"1101609";"Theobroma";11350;10231,0264006791;4,8;1101609;11040238;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;1;1;"RO";"EMEIEF MANOEL RIBEIRO";4,3;402
"1554";"1101609";"Theobroma";11350;10231,0264006791;4,8;1101609;11041340;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;"RO";"EMEIEF JOAO MARQUES FERREIRA";5,5;222
"1555";"1101609";"Theobroma";11350;10231,0264006791;4,8;1101609;11041692;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;1;"RO";"E M E I E F JOSILEI DA SILVA NASCIMENTO";4,5;229
"1556";"1506583";"Santa Maria das Barreiras";20396;6505,3318837357;3;1506583;15136310;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;0;1;"PA";"E M E I F JACINTA PIRES";2,2;1087
"1557";"1506583";"Santa Maria das Barreiras";20396;6505,3318837357;3;1506583;15136159;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;"PA";"E M E I F FREY HENRIQUE";3,2;162
"1558";"1506583";"Santa Maria das Barreiras";20396;6505,3318837357;3;1506583;15136094;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PA";"E M E F AGROPECUS II";3,6;181
"1559";"2909505";"Cravolândia";5568;7383,00027251185;3,25;2909505;29224195;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;"BA";"ESCOLA MANOEL JOSE DE SOUZA";2,3;242
"1560";"2909505";"Cravolândia";5568;7383,00027251185;3,25;2909505;29224110;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;"BA";"COLEGIO MUNICIPAL DE CRAVOLANDIA";4,2;533
"1561";"2209450";"Santo Antônio dos Milagres";2120;8539,57355140187;3,1;2209450;22046038;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;"PI";"UNIDADE ESCOLAR SANTO ANTONIO";3,1;396
"1562";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208459;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL DE 1º GRAU ANDRE NONATO DE SOUZA";3,6;176
"1563";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29360668;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL JOSE DOS SANTOS MEIRA";3,5;245
"1564";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29209021;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"BA";"ESCOLA MUL PADRE DURVAL SOARES DE SALES";3,9;232
"1565";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29416264;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL SELMA NUNES";5,1;819
"1566";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208327;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"BA";"COLEGIO MUL LEOBINO BARBOSA DE OLIVEIRA";4,6;110
"1567";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29459591;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;"BA";"ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR MANOEL JOAO PEREIRA";3,1;246
"1568";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208572;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;"BA";"ESC MUL DE CURRAL NOVO";3,8;101
"1569";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208483;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;"BA";"COLEGIO MUNICIPAL JOAO FRANCISCO DE OLIVEIRA";4,6;57
"1570";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208971;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL DE GAMELEIRA";5,2;200
"1571";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29209013;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;"BA";"COLEGIO MUNICIPAL DE LAGOA DO MAURICIO";3,7;166
"1572";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208360;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;"BA";"ESCOLA FAMILIA AGRICOLA DE MACAUBAS DE ENSINO FUNDAMENTAL";3,3;56
"1573";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208939;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL DE ACUDE";3,4;460
"1574";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208319;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;"BA";"COLEGIO MUL JOSE RODRIGUES SILVA";4,3;291
"1575";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208335;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"BA";"ESCOLA MUNICIPAL PROF FLAMIANO ALVES PIMENTA";4,2;280
"1576";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29209455;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"BA";"COLEGIO MUNICIPAL DE 1 GRAU CANATIBA";3,6;255
"1577";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29208947;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"BA";"COLEGIO MUNICIPAL JOAQUIM MARQUES";3,8;307
"1578";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29209730;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"BA";"COLEGIO MUL DE CURRALINHO";3,8;94
"1579";"2919801";"Macaúbas";50637;7185,83935902186;3,86111111111111;2919801;29416299;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;"BA";"COLEGIO MUNICIPAL JOSE MARCELINO DA SILVA";2;104
"1580";"2209872";"São João da Fronteira";5919;8505,57657425743;4,2;2209872;22016678;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"PI";"ESC MUL SAO MIGUEL";4,5;176
"1581";"2209872";"São João da Fronteira";5919;8505,57657425743;4,2;2209872;22016899;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;"PI";"UNIDADE ESCOLAR MAE DO BOM CONSELHO";3,9;827
"1582";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35448667;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"GUILHERME EUGENIO FILIPPO FERNANDES DR EMEFI";4,1;638
"1583";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35436665;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"SP";"ANA FAUSTA DE MORAES PROFA EMEF";6;371
"1584";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35218637;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"SP";"ANDRE FREIRE PROF EMEIEF";4,9;347
"1585";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35085947;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"SP";"ALIETE FERREIRA GONCALVES PROFA EMEIEF";4,9;640
"1586";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35218613;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"SP";"ALCINA SOARES NOVAES PROFA EMEF";3,9;1011
"1587";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35218595;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"JOSE BENEDITO AVERALDO GALHARDO PROF EMEIEF";4,9;826
"1588";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35436689;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"RAMAO GOMES PORTAO EMEF";4,5;551
"1589";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35218625;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;"SP";"MARIA APARECIDA BROCA MEIRELLES EMEF";5,2;558
"1590";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35436690;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;"SP";"ELVIRA MARIA GIANNICO PROFA EMEFI";3,9;239
"1591";"3518404";"Guaratinguetá";119753;11852,9617801182;4,63;3518404;35218601;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"SP";"VIRGILIO ROSAS DA SILVA PROF EMEF";4;528
"1592";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21085153;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"UNIDADE INTEGRADA OSEAS CASTRO";3;500
"1593";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21083894;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;1;"MA";"COLEGIO FREI CELSO";3,2;292
"1594";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21084297;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UNIDADE INTEGRADA GONCALVES DIAS";3,8;335
"1595";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21084696;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;1;1;"MA";"EFA - ESCOLA FAMILIA AGRICOLA NOSSA SENHORA DE FATIMA - UAEFAMA";4;312
"1596";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21085145;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"MA";"UI NEWTON BELLO";3,4;330
"1597";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21085072;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;1;"MA";"UI WILSON BRANCO";3,1;363
"1598";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21084548;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;"MA";"UNIDADE INTEGRADA SAO JOSE";2,2;224
"1599";"2113009";"Vitorino Freire";30897;6639,06091697168;3,2;2113009;21084726;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"ESCOLA RURAL BANDEIRANTE";2,9;227
"1600";"2608750";"Lagoa Grande";25030;7365,32130043228;4,1;2608750;26186047;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;"PE";"ESCOLA MUNICIPAL GOVERNADOR EDUARDO HENRIQUE ACCIOLY CAMPOS";3,4;606
"1601";"2608750";"Lagoa Grande";25030;7365,32130043228;4,1;2608750;26038510;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;"PE";"ESCOLA MUNICIPAL PROFESSOR JOSE ARNALDO DA SILVA";3,9;292
"1602";"2608750";"Lagoa Grande";25030;7365,32130043228;4,1;2608750;26038455;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"PE";"ESCOLA TARCILA ARAUJO";5;372
"1603";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166188;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;"MA";"EM SAO PIO X";3,7;490
"1604";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21165882;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"CINEC";3,3;733
"1605";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21239860;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UI ASSENTAMENTO DO PAVIO";2,6;276
"1606";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166935;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UI SAO MIGUEL";2,8;294
"1607";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166803;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;"MA";"UI MARIA EDELVES BRANDAO";3,8;394
"1608";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166811;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UI MARIA HELENA SOUSA";3,1;480
"1609";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21165920;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UE BENEDITO LEITE";3,8;64
"1610";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21167028;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UE ZUILA VILA";2,9;316
"1611";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21254265;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;"MA";"UI MARIA DO SOCORRO S MACEDO";3,1;796
"1612";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166870;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"U E SENHORINHA TORRES DA ROCHA";3;191
"1613";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166668;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"MA";"UI HAYDE CHAVES";3;889
"1614";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166455;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;"MA";"UI MARINA MOREIRA MOTA";2,9;442
"1615";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21167010;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"MA";"UE VITORINO SOUSA";3,3;420
"1616";"2103505";"Colinas";40427;5815,43789875836;3,16428571428571;2103505;21166374;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UE GONCALO MOREIRA LIMA";3;154
"1617";"2608602";"Lagoa do Ouro";12951;6534,44451137321;3,65;2608602;26078678;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;"PE";"ESC INTERM PETRONILIA ALVES DE CARVALHO";3,2;954
"1618";"2608602";"Lagoa do Ouro";12951;6534,44451137321;3,65;2608602;26078694;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;"PE";"ESCOLA MUL INT APOLINARIO DANTAS TEIXEIRA";4,1;695
"1619";"2103174";"Centro Novo do Maranhão";21300;5405,10588832487;2,6;2103174;21277982;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"CENTRO EDUCACIONAL MARIA DA PAZ DA SILVA GALVAO";2,6;100
"1620";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29008956;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;1;"BA";"COLEGIO MUNICIPAL DE MALHADA GRANDE";4,5;129
"1621";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29008972;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"BA";"EDUCANDARIO MUNICIPAL ELOY BARBOSA GUEDES";3,7;781
"1622";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29008948;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"BA";"COLEGIO MUNICIPAL DE ITIQUIRA";3,3;207
"1623";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29009766;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL DR AMERICO JOSE DA CRUZ";3,2;45
"1624";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29009570;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL VITAL SOARES";4,1;150
"1625";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29336384;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;"BA";"COLEGIO MUNICIPAL DE MONTE ALEGRE";4;131
"1626";"2928406";"Santa Rita de Cássia";28988;6966,50292311799;3,71428571428571;2928406;29009553;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"ESCOLA MUNICIPAL SANTO ANTONIO";3,2;92
"1627";"2500577";"Algodão de Jandaíra";2488;8984,1921085595;3,2;2500577;25057898;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;"PB";"EMEF MANOEL ANTONIO COELHO DE ANDRADE";3,2;344
"1628";"2210607";"São Raimundo Nonato";33966;7215,23028148578;2,95;2210607;22072780;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;1;"PI";"UNIDADE ESCOLAR JOAO BRAZ DO ROSARIO";2,3;352
